,numOfCoAuthors,title,normalizedGenre,yearNormalized,libretto,datePremiered,yearPremiered,yearPrinted,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numOfActs,numOfScenes,wordCountText,wordCountStage,wordCountSp
1496,0,"Zelmis, ou La Jeune Sauvage",,1780,True,,,1780,3,2,1,0,0,0,7,4869,332,4666
1497,0,L'Absent chez Soi,Comedy,1642,False,,1642.0,1643,10,4,6,0,0,5,41,20213,148,19571
1498,0,Les Fausses Vérités,Comedy,1641,False,,1641.0,1643,10,9,0,1,0,5,43,18263,294,17637
1499,0,Les Soupçons sur les Apparences,Comedy,1641,False,,1641.0,1650,10,2,5,3,0,5,46,16552,126,16050
1500,0,Bélisaire,,1769,False,,,1769,10,2,5,3,0,5,32,14288,253,12997
1501,0,Roméo et Juliette,,1771,False,,,1771,8,3,4,1,0,5,33,13395,616,12183
1502,0,Bajazet Premier,Tragedy,1739,False,1739-08-06,1739.0,1739,7,2,4,1,0,0,30,12627,35,11525
1503,0,Molière à Pézénas,,1866,False,,,1866,12,2,8,2,0,1,10,3894,284,3649
1504,0,L'Appartement à Louer.,Comedy,1799,False,1799-03-04,1799.0,1799,8,1,4,3,0,1,17,5498,305,5195
1505,1,Les Chouans,,1794,False,1795-07-29,1795.0,1794,9,1,2,6,0,1,15,4914,539,4340
1506,1,Le Muet,Comedy,1693,False,,,1693,13,4,5,4,0,0,58,19664,105,19012
1507,1,Les Sifflets,,1691,False,1691-02-03,1691.0,1755,5,1,3,1,0,0,5,2753,17,2635
1508,0,Le Barbier de Bagdad,Comedy,1758,False,,1758.0,1760,7,3,3,1,0,1,17,7177,228,6840
1509,0,Le Cercle ou Les Originaux,Comedy,1755,False,1755-11-26,1755.0,1760,12,2,5,5,0,1,15,9703,132,8130
1510,0,La Critique de la Tragédie Charles Ix de Chénier,Tragedy,1790,False,,,1790,9,0,1,8,0,1,5,5745,25,5565
1511,0,Ninus Second,Tragedy,1788,False,,,1788,8,2,5,1,0,5,30,10793,88,9477
1512,0,Les Philosophes,Comedy,1760,False,1760-05-02,1760.0,1760,10,3,7,0,0,3,23,11544,67,11334
1513,0,Les Tuteurs,Comedy,1760,False,1760-11-25,1760.0,1760,7,2,5,0,0,1,14,7882,106,7640
1514,0,Critique à L'Opéra-Comique,,1742,True,,1742.0,1763,11,5,3,3,0,0,7,4480,206,4337
1515,0,Le Magasin des Modernes,,1738,True,,1738.0,1763,8,2,5,1,0,0,8,4505,230,4381
1516,0,Le Rêve,,1738,True,,1738.0,1763,10,3,5,2,0,0,17,7244,340,7063
1517,0,Le Rien,,1753,False,1753-04-10,1753.0,1753,8,1,4,3,0,0,4,1408,140,1251
1518,0,L'Endymion,Tragicomedy,1657,False,,,1657,25,4,8,13,0,0,26,15011,672,14219
1519,0,L'Heureuse Erreur,Comedy,1783,False,1783-07-22,1783.0,1783,8,1,2,5,0,1,31,8929,181,8307
1520,0,La Vengeance,Comedy,1798,False,1798-10-31,1798.0,1798,6,3,1,2,0,1,18,7767,426,7174
1521,0,Geta,Tragedy,1687,False,1687-01-29,1687.0,1687,8,3,3,2,0,0,32,14421,48,12417
1522,0,Tibère,Tragedy,1726,False,1726-12-13,1726.0,1727,9,4,5,0,0,5,35,14911,44,13188
1523,0,Molière à Toulouse,Comedy,1787,False,1787-03-15,1787.0,1787,8,1,6,1,0,1,22,9850,32,9096
1524,0,Camille Desmoulins,,1849,False,,1849.0,1849,1,0,0,1,0,0,2,1484,78,1395
1525,0,Dialogue de l'Amour et de l'Amitié,,1665,False,,,1665,2,1,1,0,0,0,1,8857,0,6007
1526,0,L'Oublieux.,Comedy,1691,False,,,1691,10,5,3,2,0,0,17,7404,27,7072
1527,0,Esope au Parnasse,Comedy,1739,False,1739-10-14,1739.0,1740,9,3,6,0,0,1,10,12118,56,9591
1528,0,A la Monaco,,1875,False,1875-06-17,1875.0,1889,4,0,1,3,0,0,11,4387,170,4207
1529,0,L'Amour et l'Amour Propre,Comedy,1889,False,,,1889,5,2,3,0,0,0,12,10991,96,10839
1530,0,Le Carnaval du Baron de Papaver,,1889,False,,,1889,5,2,1,2,0,0,10,2991,4,2866
1531,0,Une Fausse Invite,Comedy,1889,False,,,1889,4,2,1,1,0,0,11,7173,47,7018
1532,0,Thésée,,1889,True,,,1889,12,3,2,7,0,0,12,6243,223,6027
1533,0,La Noce de Village,,1700,False,,,1700,10,2,3,5,0,0,0,709,110,441
1534,0,Aricie,,1697,True,,,1697,29,4,7,18,0,0,37,6276,228,5729
1535,0,Molière en Voyage,Comedy,1879,False,,,1879,9,2,4,3,0,0,11,4532,318,4293
1536,0,Cassandre Astrologue,,1780,False,,,1780,6,2,3,1,0,0,12,4855,587,4580
1537,0,Arlequin Deucalion,Comedy,1722,False,1722-02-25,1722.0,1722,4,1,1,2,0,3,15,10034,1445,9478
1538,0,L'Ecole des Pères,Comedy,1728,False,1728-10-21,1728.0,1728,10,2,8,0,0,5,57,21234,137,20844
1539,0,La Fausse Alarme,,1776,False,,,1776,7,1,2,4,0,1,12,2461,76,2372
1540,0,Gustave Wasa,Tragedy,1733,False,1733-01-07,1733.0,1733,8,3,5,0,0,5,41,20606,250,17274
1541,0,La Métromanie ou Le Poète Comédie en Cinq Actes et en vers,Comedy,1733,False,1733-02-03,1733.0,1738,7,2,4,1,0,5,45,23849,252,22802
1542,0,La Nouvelle Messaline,Tragedy,1772,False,,,1772,10,2,2,6,0,1,14,3678,7,3395
1543,0,"Vasta, Reine de Bordélie",Tragedy,1772,False,,,1772,11,3,5,3,0,3,18,3183,48,2946
1544,0,Le Jeune Homme Blême,,1881,False,,,1881,1,0,0,1,0,1,1,802,31,746
1545,0,"Victor, ou L'Enfant de la Forêt",,1798,False,1798-05-12,1798.0,1798,14,2,5,7,0,3,36,12844,2085,11631
1546,0,Le Verre d'Eau,Comedy,1788,False,,1788.0,1788,5,2,3,0,0,1,16,7978,102,7828
1547,0,Amphitryon,Comedy,1865,False,,,1865,7,2,5,0,0,2,18,17959,98,17278
1548,0,L'Aululaire Traduction Sommer,Comedy,1865,False,,,1865,12,2,8,2,0,5,37,12669,89,11885
1549,0,Casina,Comedy,1865,False,,,1865,12,3,3,6,0,6,24,12227,78,11597
1550,0,Ajax,Tragedy,1762,False,1762-08-30,1762.0,1789,10,2,8,0,0,5,30,14994,53,14108
1551,0,"Le Cercle, ou La Soirée A la Mode",Comedy,1764,False,1764-09-07,1764.0,1764,11,5,4,2,0,1,15,11599,257,10894
1552,0,Les Fra-Maçonnes,,1754,False,1754-08-28,1754.0,1754,10,2,3,5,0,1,8,3298,525,3030
1553,0,Les Philosophes de Bois,Comedy,1760,False,1760-05-02,1760.0,1760,7,0,5,2,0,1,11,3505,87,3112
1554,0,L'Actrice Nouvelle,Comedy,1722,False,,,1722,11,3,4,4,0,1,12,6280,42,5678
1555,0,L'Amour Secret,Comedy,1722,False,1740-10-05,1740.0,1722,7,2,5,0,0,0,21,7313,19,7160
1556,0,La Boîte de Pandore,Comedy,1766,False,,,1766,18,9,8,1,0,1,17,6816,19,5830
1557,0,"La Hollande Malade, Comédie en un Acte",Comedy,1672,False,,1672.0,1672,15,6,3,6,0,1,10,5041,107,4842
1558,0,Le Poète Basque,Comedy,1679,False,,,1679,17,0,0,17,0,0,11,6525,97,6322
1559,0,"Le Sot Vengé, Comédie en un Acte",Comedy,1661,False,,1661.0,1679,5,1,4,0,0,1,13,4481,33,4347
1560,0,Le Noeud d'Amour,Comedy,1779,False,,1779.0,1782,6,2,1,3,0,1,11,4859,70,4626
1561,0,Molière à Vienne,Comedy,1851,False,1851-10-09,1851.0,1876,16,1,6,9,0,2,16,11644,396,10467
1562,0,Le Taciturne,Comedy,1773,False,1773-03-22,1773.0,1778,7,3,4,0,0,0,13,6128,417,5926
1563,0,Les Charmes de Félicie,,1654,False,,,1654,9,4,5,0,0,5,28,18553,69,17921
1564,0,Zénobie Reine d'Arménie,Tragedy,1653,False,,,1653,11,3,6,2,0,5,17,15545,19,14582
1565,0,"Arsace, Roi des Parthes",Tragedy,1662,False,1662-11-03,1662.0,1666,6,2,3,1,0,5,39,16739,27,15609
1566,0,Molière et Mignard à Avignon,Comedy,1829,False,1829-06-04,1829.0,1829,10,2,5,3,0,0,17,5305,212,4751
1567,0,Un Trait de Molière,,1821,False,1863-01-15,1863.0,1821,4,1,2,1,0,0,6,3217,113,3060
1568,0,Tamerlan ou La Mort de Bajazet,Tragedy,1676,False,,1676.0,1676,7,0,7,0,0,5,27,16099,20,14636
1569,0,Phèdre et Hippolyte,Tragedy,1677,False,1677-01-03,1677.0,1677,8,4,4,0,0,5,27,17182,12,15519
1570,0,Régulus,Tragedy,1687,False,,,1687,9,3,5,1,0,0,37,14985,26,12757
1571,0,Scipion l'Africain,Tragedy,1697,False,1697-02-22,1697.0,1697,10,4,6,0,0,5,30,13562,21,12552
1572,0,Statira,Tragedy,1677,False,1677-01-03,1677.0,1680,8,4,4,0,0,5,36,15200,40,14374
1573,0,Climène ou Le Triomphe de la Vertu,Tragicomedy,1643,False,1660-05-28,1660.0,1643,13,3,8,2,0,3,33,12600,133,11697
1574,0,Le Pyrame,Tragedy,1633,False,1660-05-28,1660.0,1633,10,1,9,0,0,0,13,14003,32,13156
1575,0,Le Martyre de Sainte Catherine,Tragedy,1643,False,,,1643,11,5,6,0,0,1,19,11575,72,10610
1576,0,Pandoste ou La Princesse Malheureuse,Tragedy,1631,False,,1631.0,1631,16,0,4,12,0,4,20,11887,86,10437
1577,0,Pandoste [ii] ou La Princesse Malheureuse,Tragedy,1631,False,,1631.0,1631,13,1,3,9,0,3,27,9201,43,7703
1578,0,Le Sac de Carthage,Tragedy,1642,False,,1642.0,1642,14,3,10,1,0,5,28,12394,40,11725
1579,0,Thésée ou Le Prince Reconnu,Tragedy,1644,False,,,1644,12,4,7,1,0,4,29,15230,38,15010
1580,0,Thomas Morus,Tragedy,1642,False,,1642.0,1642,12,5,5,2,0,4,26,15461,73,14589
1581,0,La Déroute des Précieuses,,1659,False,,,1659,7,0,3,4,0,0,6,1144,486,627
1582,0,Ostorius,Tragedy,1658,False,,1658.0,1659,7,3,3,1,0,3,30,15977,40,14667
1583,0,Amsterdam Hydropique,Comedy,1673,False,,,1673,14,3,9,2,0,0,15,7916,68,7168
1584,0,La Dame de Niort,Comedy,1882,False,,,1882,3,2,0,1,0,0,1,2888,240,2690
1585,0,Agrippa Roi d'Albe ou Le Faux Tiberinus,Tragicomedy,1663,False,1682-04-17,1682.0,1663,10,5,5,0,0,0,25,18104,50,16902
1586,1,Alceste ou Le Triomphe d'Alcide,,1682,True,1682-04-17,1682.0,1739,40,10,11,19,0,6,41,9583,581,7198
1587,0,Amadis,Tragedy,1684,True,1684-01-15,1684.0,1684,18,5,4,9,0,6,25,5853,599,5159
1588,0,Amalasonte,Tragicomedy,1661,False,,,1661,10,4,6,0,0,5,48,17614,68,16245
1589,0,Armide,,1686,True,1686-02-15,1686.0,1686,23,5,4,14,0,6,23,7483,655,6844
1590,0,Astrate Roi de Tyr,Tragedy,1664,False,1664-12-12,1664.0,1665,10,2,8,0,0,0,23,17199,55,16136
1591,0,Atys,Tragedy,1676,False,1676-01-10,1676.0,1676,37,6,9,22,0,5,34,9811,653,9053
1592,0,Bellérophon,Tragedy,1671,False,1671-01-01,1671.0,1715,8,4,4,0,0,5,24,14257,18,14001
1593,0,Cadmus et Hermione,,1673,True,1673-02-01,1673.0,1673,36,7,9,20,0,6,30,8615,1446,7372
1594,0,La Comédie sans Comédie,Comedy,1655,False,,1655.0,1657,33,10,23,0,0,5,38,19476,298,18318
1595,0,Les Coups de l'Amour et de la Fortune.,Tragicomedy,1655,False,1665-10-15,1665.0,1655,12,4,5,3,0,5,32,16889,12,15247
1596,0,Le Docteur de Verre,Comedy,1689,False,,1689.0,1689,8,2,4,2,0,1,7,4497,31,4402
1597,0,Le Fantome Amoureux,Tragicomedy,1657,False,,1659.0,1657,11,4,6,1,0,5,42,18237,87,16893
1598,0,Les Fêtes de l'Amour et de Bacchus,,1672,False,1682-04-17,1682.0,1672,44,5,5,34,0,4,26,5689,1323,4754
1599,0,La Généreuse Ingratitude,Tragicomedy,1656,False,1665-10-15,1665.0,1656,12,3,7,2,0,5,39,16745,9,15390
1600,0,Le Grotte de Versailles Eglogue en Musique,,1668,False,,,1668,9,3,5,1,0,1,2,1202,263,1035
1601,0,Isis,,1677,True,1677-01-05,1677.0,1687,63,9,8,46,0,6,35,8586,796,7538
1602,0,Le Feint Alcibiade,Tragicomedy,1658,False,,1658.0,1658,10,5,4,1,0,0,28,17057,53,15903
1603,0,Les Rivales,Comedy,1653,False,,1653.0,1661,9,4,4,1,0,5,34,16697,35,16267
1604,0,La Mère Coquette,Comedy,1665,False,1665-10-15,1665.0,1665,8,3,4,1,0,5,32,18463,24,17614
1605,0,Persée,,1682,True,1682-04-17,1682.0,1682,49,10,10,29,0,6,37,8767,703,7973
1606,0,Proserpine,Tragedy,1680,False,1680-02-03,1680.0,1680,35,6,7,22,0,5,37,9188,786,8332
1607,0,Roland,,1685,True,1685-01-18,1685.0,1685,29,6,7,16,0,6,28,9181,665,8576
1608,0,Stratonice,Tragicomedy,1660,False,1660-01-02,1660.0,1660,10,4,5,1,0,5,29,17093,33,16848
1609,0,Le Temple de la Paix Ballet Dansé Devant sa Majesté à Fontainebleau le [15] d'Octobre 1685.,,1685,False,,,1685,22,3,9,10,0,1,7,4360,894,3639
1610,0,Thésée,Tragedy,1675,True,1675-01-11,1675.0,1675,38,5,5,28,0,5,44,10100,614,9079
1611,0,Alexandre le Grand,Tragedy,1665,False,1665-12-04,1665.0,1697,6,2,4,0,0,5,23,16558,3,13959
1612,0,Alexandre le Grand,Tragedy,1665,False,1665-12-04,1665.0,1666,6,2,4,0,0,5,23,16700,3,14812
1613,0,Andromaque,Tragedy,1667,False,1667-11-17,1667.0,1697,8,4,4,0,0,5,28,17335,0,15342
1614,0,Andromaque,Tragedy,1667,False,1667-11-17,1667.0,1668,8,4,4,0,0,5,28,17455,0,15637
1615,1,Athalie,Tragedy,1691,False,1691-01-05,1691.0,1691,14,4,7,3,0,5,35,18595,85,15991
1616,0,Bajazet,Tragedy,1672,False,1672-01-16,1672.0,1672,7,4,3,0,0,0,36,17078,6,15645
1617,0,Bérénice,Tragedy,1670,False,1670-11-21,1670.0,1671,7,2,5,0,0,5,29,15725,20,13599
1618,0,Britannicus,Tragedy,1669,False,1669-12-13,1669.0,1670,7,3,4,0,0,5,33,19299,6,15657
1619,1,Esther,Tragedy,1689,False,1689-01-26,1689.0,1689,10,3,5,2,0,3,23,13946,136,11614
1620,0,Iphigénie,Tragedy,1674,False,1674-08-18,1674.0,1675,10,5,5,0,0,5,37,18368,5,16073
1621,0,Mithridate,Tragedy,1673,False,1673-01-13,1673.0,1673,7,2,5,0,0,0,29,16708,8,15172
1622,0,Phèdre (1697),Tragedy,1677,False,1677-01-01,1677.0,1697,8,5,3,0,0,5,28,16103,4,14781
1623,0,Phèdre et Hippolyte,Tragedy,1677,False,1677-01-01,1677.0,1677,8,5,3,0,0,5,28,16400,4,14888
1624,0,Les Plaideurs,Comedy,1668,False,1668-10-31,1668.0,1697,8,1,4,3,0,1,26,10475,18,9460
1625,0,Les Plaideurs,Comedy,1668,False,1668-10-31,1668.0,1669,8,2,6,0,0,3,25,11341,22,10138
1626,0,La Thébaïde,Tragedy,1664,False,1664-06-20,1664.0,1697,9,3,5,1,0,5,25,14952,21,13953
1627,0,La Thébaïde,Tragedy,1664,False,1664-06-20,1664.0,1664,9,3,5,1,0,5,25,15842,24,15289
1628,1,L'Avare et son Ami,Comedy,1801,False,1801-04-09,1801.0,1801,10,2,5,3,0,0,12,6733,258,6495
1629,0,Merlin Gascon,Comedy,1690,False,1690-10-07,1690.0,1690,8,3,4,1,0,1,19,7459,0,7306
1630,0,"Palinice, Circeine et Florice",Tragicomedy,1634,False,,,1634,8,3,5,0,0,5,27,15186,133,14655
1631,0,"Arlequin aux Enfers, Comédie",Comedy,1689,False,1689-03-04,1689.0,1689,10,3,4,3,0,1,10,7765,138,7113
1632,0,"Arlequin, Homme à Bonnes Fortunes.",Comedy,1690,False,1690-01-10,1690.0,1690,13,2,5,6,0,3,24,15142,590,12656
1633,0,"Attendez-Moi sous l'Orme, Comédie",Comedy,1694,False,1694-05-19,1694.0,1694,11,3,4,4,0,1,24,9629,67,6922
1634,0,Le Bal,Comedy,1696,False,1696-06-14,1696.0,1696,14,2,7,5,0,1,20,8491,187,7385
1635,0,Le Carnaval de Venise,,1699,True,,1699.0,1699,29,1,3,25,0,5,34,5700,434,5226
1636,0,"La Coquette, ou L'Académie des Dames.",Comedy,1691,False,1691-01-17,1691.0,1691,19,4,6,9,0,3,45,14474,661,13743
1637,0,Démocrite,Comedy,1700,False,1700-01-12,1700.0,1700,10,3,5,2,0,5,38,19138,134,17156
1638,0,"Le Distrait, Comédie",Comedy,1697,False,1697-12-02,1697.0,1697,10,4,4,2,0,5,65,18186,271,17753
1639,0,"Le Divorce, Comédie.",Comedy,1688,False,1688-03-17,1688.0,1688,17,2,8,7,0,4,27,14567,872,13718
1640,0,"Les Filles Errantes, ou Les Intrigues des Hôtelleries.",Comedy,1690,False,1690-08-24,1690.0,1690,12,2,5,5,0,3,26,9562,333,8582
1641,0,Les Folies Amoureuses,Comedy,1696,False,1696-12-19,1696.0,1696,10,2,4,4,0,4,39,16420,236,14806
1642,0,"La Critique de l'Homme à Bonnes Fortunes, Comédie.",Comedy,1690,False,1690-03-01,1690.0,1690,7,1,1,5,0,1,6,3901,56,3439
1643,0,Le Joueur,Comedy,1692,False,1696-12-19,1696.0,1692,16,3,7,6,0,5,68,18945,246,18430
1644,0,"Le Légataire Universel, Comédie",Comedy,1704,False,1704-01-09,1704.0,1704,12,3,5,4,0,5,49,24659,143,19721
1645,0,"La Critique du Légataire, Comédie en un Acte",Comedy,1708,False,1708-02-19,1708.0,1708,9,1,7,1,0,1,10,5464,13,4993
1646,0,"Les Ménechmes, ou Les Jumeaux",Comedy,1705,False,1705-12-04,1705.0,1705,13,3,7,3,0,5,46,23085,227,19634
1647,0,Le Retour Imprévu,Comedy,1700,False,1700-02-11,1700.0,1700,10,4,6,0,0,1,23,10041,90,7769
1648,0,"Sapor, Tragédie",Tragedy,1704,False,,,1704,7,2,5,0,0,5,27,15052,29,14865
1649,0,"La Sérénade, Comédie",Comedy,1694,False,1694-07-03,1694.0,1694,11,2,5,4,0,1,27,8141,103,7923
1650,0,"Les Souhaits, Comédie en un Acte",Comedy,1700,False,,,1700,12,1,5,6,0,1,11,4074,10,3954
1651,0,"Les Vendanges, ou Le Bailli d'Anières, Comédie en un Acte",Comedy,1731,False,,,1731,9,3,4,2,0,1,19,4000,5,3841
1652,0,Marie Stuard Reine d'Ecosse,,1639,False,,,1639,17,2,7,8,0,0,28,17638,94,14880
1653,0,Huit Jours à la Campagne,Comedy,1904,False,1906-02-15,1906.0,1904,5,3,0,2,0,0,7,5394,310,5183
1654,1,La Demande,Comedy,1896,False,,,1896,8,0,7,1,0,0,12,6776,1466,6141
1655,0,Le Pain du Ménage,Comedy,1898,False,,,1898,2,1,1,0,0,0,1,6258,108,6116
1656,0,La Maîtresse,Comedy,1927,False,,,1927,4,1,2,1,0,0,23,11434,683,11043
1657,0,Le Plaisir de Rompre,Comedy,1897,False,1897-03-16,1897.0,1904,2,1,1,0,0,0,1,5598,526,5294
1658,0,"Le Jugement de Pâris Comédie en un Acte et en Prose,",Comedy,1773,False,,,1773,10,4,2,4,0,1,12,5732,179,5483
1659,2,L'Echo du Public,Comedy,1741,False,1741-03-07,1741.0,1741,8,2,5,1,0,1,8,7730,35,7531
1660,1,Les Compliments,,1736,False,1736-04-10,1736.0,1736,13,6,5,2,0,1,1,2530,41,2404
1661,0,Panégyrique de l'Ecole des Femmes,Comedy,1664,False,,,1664,9,2,6,1,0,1,5,15862,35,15102
1662,2,Madame Grégoire ou Le Cabaret de la Pomme du Pin,,1830,False,1830-05-21,1830.0,1838,25,4,6,15,0,0,26,12144,1010,11591
1663,0,Heureusement,Comedy,1762,False,1762-11-29,1762.0,1762,5,2,3,0,0,1,10,5150,65,5053
1664,0,Dialogue entre un Auteur et un Receveur de la Capitation,,1767,False,,,1767,2,0,1,1,0,1,1,5263,0,4467
1665,0,La Rancune,Comedy,1755,False,1755-05-02,1755.0,1755,5,1,4,0,0,1,14,5819,50,5609
1666,1,Les Sauvages,,1736,False,1736-03-05,1736.0,1736,8,1,6,1,0,1,25,6764,32,6506
1667,0,Arétaphile ou La Révolution de Cyrene,Tragedy,1791,False,,1791.0,1793,8,2,5,1,0,0,31,12594,158,12326
1668,0,La Ligue des Fanatiques et des Tyrans,Tragedy,1791,False,,1791.0,1792,8,1,1,6,0,0,20,9790,177,9386
1669,0,L'Avocat Savetier,Comedy,1670,False,,1670.0,1683,8,1,6,1,0,1,13,7333,20,7193
1670,0,Le Nouveau Festin de Pierre ou L'Athée Foudroyé,Tragicomedy,1669,False,,1669.0,1670,17,3,8,6,0,5,33,16238,317,15007
1671,0,Cyrano de Bergerac,Comedy,1897,False,1897-12-28,1897.0,1898,127,8,19,100,0,0,46,37870,5705,35962
1672,1,Abraham,Comedy,1826,False,,,1826,5,1,2,2,0,0,10,4980,10,4746
1673,1,Callimaque,Comedy,1826,False,,,1826,8,1,4,3,0,0,10,4461,7,4217
1674,1,Dulcitius,Comedy,1826,False,,,1826,9,3,4,2,0,0,16,2922,3,2603
1675,0,Agesilan de Colchos,Tragicomedy,1635,False,,1635.0,1637,15,3,7,5,0,5,30,18331,118,17438
1676,0,Amarillis,,1652,False,,1652.0,1653,12,3,4,5,0,5,34,15125,48,14493
1677,0,Amélie,Tragicomedy,1633,False,,1633.0,1637,11,5,5,1,0,5,33,17567,81,16793
1678,0,Antigone,Tragedy,1637,False,,1637.0,1638,18,4,8,5,0,5,31,16710,87,16373
1679,0,La Bague de l'Oubli,Comedy,1635,False,,,1635,17,3,9,5,0,5,36,19382,190,14361
1680,0,Le Bélissaire,Tragedy,1644,False,,1646.0,1644,10,9,1,0,0,5,50,19818,394,18936
1681,0,La Belle Alphrède,Comedy,1635,False,,1635.0,1639,19,4,8,7,0,5,36,19008,321,18156
1682,0,Les Captifs,Comedy,1640,False,,,1640,14,3,9,2,0,5,35,17831,70,17424
1683,0,La Céliane,Tragicomedy,1637,False,,,1637,7,4,3,0,0,5,19,17184,169,16255
1684,0,Cléagénor et Doristée,,1634,False,,1634.0,1634,14,4,7,3,0,5,28,16193,86,15941
1685,0,Cosroës,Tragedy,1648,False,,1648.0,1649,11,2,4,5,0,5,25,16034,114,15685
1686,0,Crisante,Tragedy,1640,False,,1646.0,1640,13,3,6,4,0,0,22,13715,180,13278
1687,0,Les Deux Pucelles,Tragicomedy,1639,False,,,1639,15,3,8,4,0,5,34,18695,178,17559
1688,0,Don Bernard de Cabrere,Tragicomedy,1646,False,,1646.0,1647,12,2,4,6,0,5,41,18300,148,16593
1689,0,Don Lope de Cardone,Tragicomedy,1636,False,,,1636,10,3,3,4,0,0,26,17194,89,16693
1690,0,Hercule Mourant,Tragedy,1636,False,,,1636,10,4,6,0,0,5,20,15685,65,13714
1691,0,Iphigénie,Tragicomedy,1640,False,,1640.0,1641,15,3,7,5,0,2,25,17930,98,17540
1692,0,L'Heureuse Constance,Comedy,1636,False,,,1636,15,4,6,5,0,0,21,17355,314,16198
1693,0,L'Hypocondriaque,Tragicomedy,1630,False,,1630.0,1631,16,2,8,6,0,0,21,21157,288,19283
1694,0,La Célimène,Comedy,1633,False,,1633.0,1636,11,4,5,2,0,0,35,18122,177,15138
1695,0,La Diane,Comedy,1630,False,,1630.0,1635,13,3,7,3,0,0,43,15233,155,13852
1696,0,La Soeur,Tragicomedy,1636,False,,,1636,11,4,7,0,0,0,31,17576,67,17151
1697,0,Laure Persécutée,Tragicomedy,1639,False,,,1639,9,3,5,1,0,0,52,19196,133,18029
1698,0,Le Filandre,Comedy,1635,False,,1635.0,1637,9,3,6,0,0,1,32,16951,246,16396
1699,0,Les Occasions Perdues,Tragicomedy,1635,False,,1635.0,1636,13,2,9,2,0,0,20,17443,273,16304
1700,0,Le Véritable Saint Genest,Tragedy,1646,False,,1646.0,1648,21,4,14,3,0,5,38,16724,186,16092
1701,0,Les Sosies,Comedy,1638,False,,1646.0,1638,11,3,4,4,0,5,26,18130,74,17249
1702,0,Venceslas,Tragicomedy,1647,False,,1647.0,1648,10,1,6,3,0,5,35,18509,153,17380
1703,0,Discours de Rentrée,Comedy,1838,False,1838-11-28,1838.0,1838,6,1,2,3,0,1,19,8747,522,8449
1704,0,Le Devin du Village,,1752,False,1752-10-18,1752.0,1753,7,1,1,5,0,1,8,2619,203,2346
1705,0,L'Engagement Téméraire,,1747,False,,1747.0,1747,8,3,4,1,0,3,22,9421,110,9146
1706,0,Les Muses Galantes,,1743,True,,1744.0,1743,18,4,8,6,0,4,21,4703,223,4101
1707,0,Narcisse,Comedy,1752,False,1752-12-18,1752.0,1752,7,2,5,0,0,1,18,13585,29,7724
1708,0,Les Prisonniers de Guerres,Comedy,1747,False,,1747.0,1752,6,1,5,0,0,1,12,5971,21,5872
1709,0,Le Café,Comedy,1694,False,1694-08-02,1694.0,1694,12,2,7,3,0,1,18,7937,59,6746
1710,0,La Ceinture Magique,Comedy,1701,False,,1701.0,1701,8,3,5,0,0,1,14,6665,110,6232
1711,0,"Jason, ou La Toison d'or",,1694,True,1696-01-06,1696.0,1694,23,5,5,13,0,6,31,6781,223,6385
1712,0,La Mort de Bucéphale en un Acte en vers,,1748,False,,1748.0,1749,5,1,4,0,0,1,13,5188,27,4785
1713,0,"Compliment Fait à la Clôture du Théâtre Italien, le Samedi 14 Mars 1750.",,1750,False,,,1750,4,1,2,1,0,0,3,1166,27,1116
1714,0,"Compliment pour l'Ouverture du Théâtre Italien, le 7 Avril 1750.",,1750,False,,,1750,3,2,1,0,0,0,4,1158,23,1079
1715,0,Agnès Sorel,,1778,False,,,1778,2,0,0,2,0,1,1,1768,92,1685
1716,0,L'Amour Platonique,,1778,False,,,1778,2,0,0,2,0,0,1,1849,0,1766
1717,0,Le Bavard,,1778,False,,,1778,4,2,1,1,0,1,4,2428,33,2315
1718,0,Le Bénéfice ou Le Tour de Page,,1778,False,,,1778,5,0,3,2,0,1,8,2620,9,2463
1719,0,Bois-Rosé,,1778,False,,,1778,7,0,3,4,0,1,14,8624,72,7607
1720,0,Contentement Passe Richesse,,1778,False,,,1778,7,2,4,1,0,1,8,4237,135,4057
1721,0,La Défense,,1778,False,,,1778,4,2,1,1,0,0,4,2294,38,2177
1722,0,"Denys Ii, Tyran de Syracuse, Détrôné",,1778,False,,,1778,5,0,3,2,0,1,6,3353,62,3200
1723,0,Le Fat de Province,,1778,False,,,1778,5,2,2,1,0,0,10,5897,14,5770
1724,0,La Fausse Paysanne,,1778,False,,,1778,4,2,2,0,0,1,8,4488,16,4349
1725,0,Le Gascon à Paris,,1778,False,,,1778,4,0,1,3,0,1,4,1816,53,1681
1726,0,Le Gascon Joué,,1778,False,,,1778,5,1,1,3,0,1,8,2047,33,1917
1727,0,La Harangue,,1778,False,,,1778,7,1,5,1,0,0,7,3217,124,3010
1728,0,L'In-Promptu,,1778,False,,,1778,5,2,3,0,0,0,14,2660,74,2508
1729,0,Jeanne de Cossé-Brissac,,1778,False,,,1778,7,1,3,3,0,0,7,2754,21,2559
1730,0,L'Ile Déserte ou Le Naufrage,,1778,False,,,1778,10,1,1,8,0,0,1,1565,13,1470
1731,0,Le Menteur,,1778,False,,,1778,4,2,1,1,0,0,2,1829,22,1692
1732,0,Le Revenant,,1778,False,,,1778,2,0,0,2,0,0,1,1002,0,929
