,numOfCoAuthors,title,normalizedGenre,yearNormalized,libretto,datePremiered,yearPremiered,yearPrinted,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numOfActs,numOfScenes,wordCountText,wordCountStage,wordCountSp
1254,0,Tamerlan,Tragedy,1644,False,,1644.0,1648,12,3,6,3,0,5,31,15320,3,14111
1255,0,"Zénobie, Reine de Palmire",Tragedy,1644,False,,1644.0,1660,10,4,3,3,0,5,27,17283,11,14859
1256,0,Conversations de Madame la Marquise de Maintenon,,1637,False,1637-01-04,1637.0,1823,48,46,1,1,0,0,0,38650,11,37892
1257,0,Athénaïs,Tragicomedy,1639,False,,1639.0,1642,7,3,4,0,0,5,27,17846,33,16109
1258,0,L'Illustre Corsaire,Tragicomedy,1629,False,,1629.0,1640,13,4,7,2,0,5,29,18979,37,17039
1259,0,Sophonisbe,Tragedy,1629,False,,1629.0,1635,11,3,8,0,0,5,22,16424,91,16218
1260,0,Polichinelle Demandant une Place dans l'Académie,,1780,False,,,1780,2,0,2,0,0,0,1,1946,9,1185
1261,0,Le Plaisir,Comedy,1747,False,1747-08-03,1747.0,1749,7,1,1,5,0,0,8,4556,35,4383
1262,0,Le Jugement Dernier des Rois,Comedy,1793,False,1793-10-17,1793.0,1793,25,1,7,17,0,1,8,7757,441,6436
1263,0,La Cour Bergère,Tragicomedy,1640,False,,,1640,15,4,7,4,0,3,37,17770,249,16406
1264,0,Le Dictateur Romain,Tragicomedy,1646,False,,,1646,11,3,6,2,0,5,21,16653,0,15093
1265,0,La Généreuse Allemande,Tragicomedy,1630,False,,,1630,16,2,8,6,0,4,20,23563,246,21033
1266,0,La Généreuse Allemande,Tragicomedy,1631,False,,,1631,16,3,12,1,0,5,31,27379,719,22173
1267,0,L'Inconstance d'Hylas,Tragicomedy,1635,False,,,1635,9,2,6,1,0,4,29,20520,189,17644
1268,0,Le Jugement Equitable de Charles le Hardy Dernier Duc de Bourgogne,Tragedy,1646,False,,,1646,10,3,6,1,0,5,22,16071,50,14967
1269,0,Le Mauzolée,Tragicomedy,1642,False,,,1642,9,4,5,0,0,4,33,20089,194,18286
1270,0,Le Railleur,Comedy,1636,False,,1636.0,1638,8,3,4,1,0,5,26,19896,305,17718
1271,0,La Soeur Valeureuse,Tragicomedy,1634,False,,,1634,16,3,6,7,0,4,42,28465,643,23911
1272,0,Le Véritable Capitan Matamore ou Le Fanfaron,Comedy,1640,False,,,1640,9,3,6,0,0,5,24,21547,137,19188
1273,0,Les Acteurs de Bonne Foi,Comedy,1748,False,1748-10-30,1748.0,1757,10,6,3,1,0,1,13,7255,61,7068
1274,0,Annibal,Tragedy,1720,False,1720-12-16,1720.0,1727,8,2,6,0,0,5,34,14369,8,14156
1275,0,Arlequin Poli par l'Amour,Comedy,1720,False,1720-10-17,1720.0,1723,11,2,2,7,0,1,22,8679,848,7551
1276,0,La Colonie,Comedy,1750,False,,,1750,16,4,2,10,0,1,18,9992,119,9740
1277,0,La Commère,Comedy,1741,False,,1741.0,1741,10,4,4,2,0,1,29,11532,38,11283
1278,0,Le Dénouement Imprévu,Comedy,1724,False,1724-12-02,1724.0,1727,8,2,5,1,0,1,12,8860,34,7672
1279,0,La Dispute,Comedy,1744,False,1744-10-19,1744.0,1747,10,5,5,0,0,1,20,9165,161,8378
1280,0,La Double Inconstance,Comedy,1723,False,1723-04-06,1723.0,1724,7,3,2,2,0,3,35,23132,216,21856
1281,0,L'Ecole des Mères,Comedy,1732,False,1732-07-25,1732.0,1732,8,3,3,2,0,1,20,8551,112,8338
1282,0,L'Epreuve,Comedy,1740,False,1740-11-19,1740.0,1740,6,3,3,0,0,1,23,11042,111,10768
1283,0,La Fausse Suivante ou Le Fourbe Puni,Comedy,1724,False,1724-07-08,1724.0,1729,10,1,5,4,0,3,30,21189,240,20940
1284,0,Les Fausses Confidences,Comedy,1737,False,1737-03-16,1737.0,1738,10,3,6,1,0,3,47,21206,186,20103
1285,0,Félicie,Comedy,1750,False,,1750.0,1750,7,4,1,2,0,1,13,6190,189,6034
1286,0,La Femme Fidèle,Comedy,1750,False,1750-08-24,1750.0,1750,9,3,5,1,0,1,17,6358,89,6166
1287,0,L'Héritier de Village,Comedy,1725,False,1725-08-19,1725.0,1729,9,3,5,1,0,1,15,9191,161,9002
1288,0,L'Heureux Stratagème,Comedy,1733,False,1733-06-06,1733.0,1733,10,3,5,2,0,3,43,17350,113,17021
1289,0,L'Ile de la Raison ou Les Petits Hommmes,Comedy,1727,False,1727-09-11,1727.0,1727,27,3,12,12,0,3,38,19965,101,19042
1290,0,L'Ile des Esclaves,Comedy,1725,False,1725-03-05,1725.0,1725,5,2,3,0,0,1,11,9900,176,9091
1291,0,Le Jeu de l'Amour et du Hasard,Comedy,1730,False,1730-01-23,1730.0,1730,7,2,4,1,0,3,32,16563,53,16257
1292,0,La Joie Imprévue,Comedy,1738,False,1738-07-07,1738.0,1760,7,3,4,0,0,1,22,10373,115,10138
1293,0,Le Legs,Comedy,1736,False,1736-06-11,1736.0,1736,6,3,3,0,0,1,25,12442,88,12162
1294,0,La Méprise,Comedy,1734,False,1734-08-16,1734.0,1739,6,3,2,1,0,1,22,9519,182,8981
1295,0,La Mère Confidente,Comedy,1735,False,1735-05-09,1735.0,1735,6,3,3,0,0,3,33,15612,115,15368
1296,0,Le Père Prudent et Equitable,Comedy,1706,False,,1706.0,1712,10,1,8,1,0,1,25,8003,54,7612
1297,0,Le Petit Maître Corrigé,Comedy,1734,False,1734-11-06,1734.0,1739,10,4,4,2,0,3,40,18954,88,17852
1298,0,Le Préjuge Vaincu,Comedy,1646,False,1646-07-06,1646.0,1746,5,2,3,0,0,1,16,8950,31,8830
1299,0,Le Prince Travesti,Comedy,1724,False,1724-02-05,1724.0,1727,9,2,4,3,0,3,38,22368,166,21959
1300,0,La Provinciale,Comedy,1750,False,,1750.0,1750,15,4,4,7,0,1,23,12072,215,11812
1301,0,La Réunion des Amours,Comedy,1731,False,1731-11-05,1731.0,1732,8,2,6,0,0,1,14,6565,29,6416
1302,0,La Seconde Suprise de l'Amour,Comedy,1727,False,1727-12-31,1727.0,1728,7,2,4,1,0,3,40,18844,154,17343
1303,0,Les Serments Indiscrets,Comedy,1732,False,1732-06-08,1732.0,1732,8,3,2,3,0,5,47,23210,157,21242
1304,0,Les Sincères,Comedy,1739,False,1739-01-13,1739.0,1747,6,2,3,1,0,1,21,10714,41,10532
1305,0,La Surprise de l'Amour,Comedy,1722,False,1722-05-03,1722.0,1723,9,4,5,0,0,3,24,18400,78,18092
1306,0,Le Triomphe de l'Amour,Comedy,1732,False,1732-03-12,1732.0,1732,7,1,4,2,0,3,37,20804,46,19367
1307,0,Le Triomphe de Plutus,Comedy,1728,False,1728-04-22,1728.0,1739,11,2,4,5,0,1,19,7284,53,7075
1308,0,Hercule Mourant,,1761,True,1761-03-04,1761.0,1761,18,5,4,9,0,5,23,4918,330,4551
1309,0,Le Huron,Comedy,1768,False,,,1768,13,1,4,8,0,2,29,7253,106,6868
1310,0,L'Aululaire,Tragicomedy,1660,False,,,1660,11,2,7,2,0,0,31,15138,39,14519
1311,0,Le Procès du Baiser,,1829,False,1829-11-07,1829.0,1829,19,3,3,13,0,0,27,9852,695,9479
1312,0,La Magicienne Etrangère,Tragedy,1617,False,,,1617,25,6,9,10,0,4,7,7457,0,6985
1313,0,"A la Feuille de Rose, Maison Turque",Comedy,1875,False,,,1875,16,0,13,3,0,0,31,7713,626,7388
1314,0,Une Répétition,Comedy,1910,False,,,1910,4,1,1,2,0,0,4,3345,211,3227
1315,0,L'Elève de la Nature,Comedy,1781,False,,,1781,6,1,5,0,0,0,16,5948,838,4725
1316,0,La Halle aux Baisers,,1883,False,,,1883,1,0,0,1,0,0,1,633,0,582
1317,0,La Destruction de la Ligue la Réduction de Paris.,,1782,False,,1782.0,1783,41,2,16,23,0,4,40,33840,1200,26817
1318,0,L'Habitant de la Guadeloupe Comédie en Trois Actes,,1782,False,,1782.0,1786,8,2,3,3,0,3,18,16572,477,16260
1319,0,Jenneval ou Le Barnevelt Français,,1769,False,,,1769,10,4,5,1,0,4,35,25506,556,22914
1320,0,Le Libérateur,Comedy,1797,False,,,1797,7,3,3,1,0,2,15,6321,100,6052
1321,0,Les Tombeaux de Vérone.,,1783,False,,,1783,7,3,4,0,0,5,29,18295,279,17828
1322,1,A Bas Molière,,1809,False,1809-08-21,1809.0,1809,11,1,7,3,0,1,19,7383,242,6952
1323,0,Lucien Boileau,,1827,False,,,1827,2,0,2,0,0,1,1,840,15,803
1324,0,Molière et sa Servante,Comedy,1900,False,1900-01-15,1900.0,1903,3,2,1,0,0,0,2,1340,134,1185
1325,0,Le Songe de Molière,Comedy,1867,False,1900-01-15,1900.0,1867,2,0,1,1,0,1,3,2067,88,1770
1326,0,"L'Epidémie Pièce en un Acte Représentée A Paris, sur le Théâtre Antoine le 29 Avril 1898.",Comedy,1898,False,,,1898,15,0,10,5,0,0,3,6691,588,6402
1327,0,Les Amants Saynète,Comedy,1921,False,,,1921,3,0,3,0,0,0,2,4002,353,3866
1328,0,Littérature,Comedy,1902,False,,,1902,2,0,1,1,0,0,1,1354,98,1301
1329,0,Vieux Ménage,,1909,False,,,1909,3,2,1,0,0,0,2,6343,655,6069
1330,0,Ah ! que les Plaisirs Sont Doux.,Comedy,1881,False,,,1881,4,0,3,1,0,0,1,822,33,755
1331,0,Bon Père mais Pochard.,Comedy,1881,False,,,1881,4,1,2,1,0,0,1,738,20,675
1332,0,Deux Amateurs de Saucisson.,Comedy,1881,False,,,1881,5,0,4,1,0,0,1,558,24,494
1333,0,L'Aveugle qui Conduit son Chien.,Comedy,1881,False,,,1881,4,0,2,2,0,0,1,578,15,494
1334,0,L'Homme qui Bat les Femmes.,Comedy,1881,False,,,1881,4,0,1,3,0,0,1,652,40,582
1335,0,L'Homme qui Joue sa Culotte.,Comedy,1881,False,,,1881,3,0,2,1,0,0,1,707,40,643
1336,0,L'Homme Universel.,Comedy,1881,False,,,1881,3,0,2,1,0,0,1,577,28,518
1337,0,L'Oie aux Marrons.,Comedy,1881,False,,,1881,5,0,4,1,0,0,1,846,124,780
1338,0,La Casquette Affranchie.,Comedy,1881,False,,,1881,4,0,2,2,0,0,1,761,19,699
1339,0,Le Fiacre Cuisine.,Comedy,1881,False,,,1881,5,0,1,3,0,0,1,1120,14,1051
1340,0,La Rognure D'Ongles.,Comedy,1881,False,,,1881,4,0,2,2,0,0,1,873,21,810
1341,0,La Sauce d'un Lapin.,Comedy,1881,False,,,1881,4,1,1,2,0,0,1,910,16,845
1342,0,La Victime de la Défunte.,Comedy,1881,False,,,1881,4,0,2,2,0,0,1,760,10,695
1343,0,Le Café de la Portière.,Comedy,1881,False,,,1881,4,2,1,1,0,0,1,978,18,913
1344,0,Le Catéchisme Poissard.,Comedy,1881,False,,,1881,4,0,3,1,0,0,1,817,18,758
1345,0,Le Chantage à la Clarinette.,Comedy,1881,False,,,1881,4,0,3,1,0,0,1,706,63,642
1346,0,Le Grenouille à Queue.,Comedy,1881,False,,,1881,4,2,1,1,0,0,1,874,27,808
1347,0,Le Joyeux Décrotteur.,Comedy,1881,False,,,1881,4,0,1,3,0,0,1,418,14,357
1348,0,Le Lapin de la Portière.,Comedy,1881,False,,,1881,4,1,1,2,0,0,1,881,27,813
1349,0,Le Mendiant en Voiture,Comedy,1881,False,,,1881,3,0,0,3,0,0,1,739,36,676
1350,0,Le Professeur de Respiration,Comedy,1881,False,,,1881,3,0,1,2,0,0,1,695,33,634
1351,0,Le Tambour Magistrat.,Comedy,1881,False,,,1881,4,0,2,2,0,0,1,638,44,579
1352,0,Les Bottes de Tourillon.,Comedy,1881,False,,,1881,5,0,1,4,0,0,1,450,4,387
1353,0,Les Frères Hareng,Comedy,1881,False,,,1881,4,0,1,3,0,0,1,976,21,913
1354,0,Les Gueuletons d'une Débitrice.,Comedy,1881,False,,,1881,4,0,1,3,0,0,1,729,41,658
1355,0,Oreste et Pylade.,Comedy,1881,False,,,1881,5,0,4,1,0,0,1,1050,38,989
1356,0,Un Besoin Impérieux.,Comedy,1881,False,,,1881,5,3,1,1,0,0,1,826,53,760
1357,0,Un Brocanteur sans le Savoir.,Comedy,1881,False,,,1881,3,0,1,2,0,0,1,791,35,729
1358,0,Un Cercle Vicieux.,Comedy,1881,False,,,1881,3,0,2,1,0,0,1,886,44,827
1359,0,Un Enfant Dérangé.,Comedy,1881,False,,,1881,5,1,3,1,0,0,1,769,41,706
1360,0,Un Gamin de Cinquante-Huit Ans.,Comedy,1881,False,,,1881,6,0,3,3,0,0,1,706,28,635
1361,0,Une Date Néfaste.,Comedy,1881,False,,,1881,3,0,2,1,0,0,1,632,32,573
1362,0,Une Fête de Famille.,Comedy,1881,False,,,1881,8,3,4,1,0,0,1,847,24,776
1363,0,Une Gifle Prescrite.,Comedy,1881,False,,,1881,4,0,1,3,0,0,1,464,20,403
1364,0,Une Parenté Entortillée,Comedy,1881,False,,,1881,3,0,1,2,0,0,1,714,55,655
1365,0,La Comédie,,1769,False,,,1769,4,0,4,0,0,1,5,4335,15,2601
1366,0,Les Deux Médecines,,1769,False,,,1769,5,3,1,1,0,1,4,3534,72,1800
1367,0,Le Duel,,1769,False,,,1769,5,1,2,2,0,1,5,4224,85,2472
1368,0,Les Gourmandes,,1769,False,,,1769,6,3,2,1,0,1,7,3529,63,1753
1369,0,Le Goûté. les Jeux de la Petite Thalie.,,1769,False,,,1769,6,2,3,1,0,1,5,3752,66,1979
1370,0,L'Habit sans Galons,,1769,False,,,1769,4,0,4,0,0,1,7,4321,61,2577
1371,0,L'Heureux Naturel.,,1769,False,,,1769,5,1,2,2,0,1,3,3577,68,1856
1372,0,Les Liaisons Dangereuses,,1769,False,,,1769,6,0,2,4,0,1,12,4851,85,3087
1373,0,Le Malheur Imprévu,,1769,False,,,1769,4,0,3,1,0,1,4,4026,54,2300
1374,0,Le Menuet et L'Allemande. les Jeux de la Petite Thalie.,,1769,False,,,1769,7,2,5,0,0,1,8,4538,161,2720
1375,0,Les Moineaux. dans les Jeux de la Petite Thalie.,,1769,False,,,1769,4,1,1,2,0,1,6,4083,89,2279
1376,0,Le Petit Paysan Hardi.,,1769,False,,,1769,9,1,2,6,0,2,8,5075,72,3258
1377,0,La Petite Vérole.,,1769,False,,,1769,4,3,1,0,0,1,4,4270,27,2538
1378,0,La Pièce de vers ou Le Déjeuner des Académistes,,1769,False,,,1769,6,0,4,2,0,1,3,4064,39,2316
1379,0,Les Poches.,,1769,False,,,1769,5,2,0,3,0,1,10,3570,50,1836
1380,0,La Poupée.,,1769,False,,,1769,10,3,0,7,0,1,11,4769,74,2995
1381,0,Les Préjugés,,1769,False,,,1769,7,2,3,2,0,1,3,4503,22,2777
1382,0,Le Quiproquo les Jeux de la Petite Thalie.,,1769,False,,,1769,5,1,3,1,0,1,10,3668,37,1908
1383,0,Les Revenants.,,1769,False,,,1769,5,0,2,3,0,1,9,4826,80,3063
1384,0,La Version les Jeux de la Petite Thalie.,,1769,False,,,1769,4,1,1,2,0,1,2,2812,24,1110
1385,0,Les Amants Magnifiques,Comedy,1670,False,,,1670,38,4,10,24,0,1,28,13909,1012,12894
1386,0,L'Amour Médecin,Comedy,1666,False,,,1666,19,4,8,7,0,4,22,7801,129,7156
1387,0,Amphitryon,Comedy,1668,False,,,1668,11,2,8,1,0,3,22,16793,101,15695
1388,0,L'Avare,Comedy,1669,False,,,1669,13,3,9,1,0,5,32,23842,239,23327
1389,0,Le Bourgeois Gentilhomme,Comedy,1673,True,,,1673,51,4,5,42,0,5,34,22743,782,21868
1390,0,La Comtesse d'Escarbagnas,Comedy,1689,False,,,1689,10,2,6,2,0,1,9,6543,32,6362
1391,0,La Critique de l'Ecole des Femmes,Comedy,1663,False,1663-06-01,1663.0,1663,7,3,4,0,0,1,7,9991,12,9403
1392,0,Le Dépit Amoureux,Comedy,1659,False,1659-09-14,1659.0,1663,12,4,8,0,0,5,34,18027,22,17220
1393,2,Le Divertissement de Chambord,,1669,False,,1669.0,1669,13,0,0,13,0,4,1,1099,326,863
1394,0,Don Garcie de Navarre,Comedy,1661,False,1661-02-04,1661.0,1682,8,1,3,4,0,5,29,17765,10,17427
1395,0,Don Juan ou Le Festin de Pierre,Comedy,1665,False,1665-02-15,1665.0,1682,17,2,8,7,0,5,27,19957,202,18721
1396,0,L'Ecole des Femmes,Comedy,1661,False,1661-12-26,1661.0,1663,9,3,5,1,0,5,32,19122,90,17859
1397,0,L'Ecole des Maris,Comedy,1661,False,1661-06-24,1661.0,1661,9,3,5,1,0,3,23,12524,4,11389
1398,0,L'Etourdi,Comedy,1658,False,,1658.0,1663,11,1,9,1,0,5,47,20882,5,19896
1399,0,Les Fâcheux,Comedy,1662,True,,,1662,16,1,14,1,0,3,19,10809,342,9186
1400,0,Les Femmes Savantes,Comedy,1672,False,1672-03-11,1672.0,1672,13,5,8,0,0,5,28,19869,26,19417
1401,0,Don Juan,Comedy,1665,False,1665-02-15,1665.0,1683,17,2,11,4,0,0,27,19305,183,18731
1402,0,Les Fourberies de Scapin,Comedy,1671,False,1671-05-24,1671.0,1671,10,2,7,1,0,3,26,17055,212,15843
1403,0,George Dandin,Comedy,1668,False,1668-07-18,1668.0,1669,8,3,5,0,0,3,23,13228,144,12788
1404,0,L'Impromptu de Versailles,Comedy,1663,False,1663-10-14,1663.0,1682,14,6,5,3,0,1,11,8129,67,7855
1405,0,La Jalousie du Barbouillé,Comedy,1650,False,,1650.0,1650,8,3,5,0,0,1,13,4589,110,4463
1406,0,Le Malade Imaginaire,Comedy,1673,False,,1673.0,1682,38,7,10,21,0,3,36,24555,755,22683
1407,0,Le Mariage Forcé,Comedy,1664,True,1664-01-29,1664.0,1668,11,3,6,2,0,1,10,6768,33,6377
1408,0,Le Médecin Malgré Lui,Comedy,1666,False,1666-08-06,1666.0,1668,11,3,7,1,0,3,21,11848,369,11422
1409,0,Le Médecin Volant,Comedy,1659,False,1660-10-01,1660.0,1659,7,2,5,0,0,1,16,4685,47,4520
1410,0,Mélicerte,Comedy,1666,False,1666-12-02,1666.0,1682,10,4,5,1,0,2,12,6946,45,5866
1411,0,Le Misanthrope,Comedy,1666,False,1666-06-04,1666.0,1667,11,3,7,1,0,0,22,23695,57,18208
1412,0,Monsieur de Pourceaugnac,Comedy,1669,True,1669-11-15,1669.0,1670,35,3,11,21,0,4,31,14293,236,13492
1413,0,Les Précieuses Ridicules,Comedy,1659,False,1659-11-18,1659.0,1660,13,3,6,4,0,1,17,8985,9,7901
1414,0,La Princesse d'Elide,Comedy,1664,False,1664-05-08,1664.0,1665,27,4,8,15,0,5,33,14758,1934,12303
1415,3,Psyché,,1671,False,1671-01-17,1671.0,1673,29,7,7,15,0,3,30,18476,1124,17202
1416,0,Sganarelle ou Le Cocu Imaginaire,Comedy,1660,False,1660-05-28,1660.0,1663,9,1,5,3,0,1,24,13357,4700,7198
1417,0,Le Sicilien,Comedy,1667,False,1667-01-05,1667.0,1668,11,1,5,5,0,1,20,6721,144,5881
1418,0,Le Tartuffe,Comedy,1664,False,1664-05-12,1664.0,1669,11,4,5,2,0,5,31,22747,293,19780
1419,0,L'Inconnue Persécutée,Comedy,1765,False,1776-10-25,1776.0,1765,9,3,3,3,0,2,43,7005,265,6576
1420,0,Les Legislatrices,Comedy,1765,False,,,1765,9,0,5,4,0,1,12,5093,136,4666
1421,0,Tragédie de la Reine d'Ecosse,Tragedy,1604,False,,,1604,10,3,6,0,0,0,5,16025,0,15872
1422,0,Les Abderites,Comedy,1732,False,1732-07-26,1732.0,1737,14,2,8,4,0,2,10,6115,360,5614
1423,0,Les Promenades de Paris,Comedy,1695,False,1695-06-10,1695.0,1695,11,2,6,3,0,0,12,14430,368,14171
1424,0,La Grisette et l'Etudiant Pièce en un Acte.,,1866,False,,,1866,3,1,2,0,0,0,1,2604,267,2227
1425,0,Les Deux Gougnottes,,1953,False,,,1953,4,2,0,2,0,0,2,5034,66,4919
1426,0,Le Dernier Klephte,Comedy,1881,False,,,1881,3,0,0,3,0,1,8,6428,334,6317
1427,1,L'Ilote,Comedy,1875,False,1875-06-17,1875.0,1875,5,1,3,1,0,0,11,4577,349,4335
1428,0,La Bibliothèque,Comedy,1859,False,,,1859,99,9,89,1,0,1,12,12550,93,4931
1429,0,Les Deux Dumas,Comedy,1859,False,,,1859,8,0,3,5,0,1,4,3190,443,2917
1430,0,L'Enfer des Gens de Lettres,Comedy,1859,False,,,1859,42,7,26,9,0,1,11,5619,681,5285
1431,0,Un Livre Leste,Comedy,1881,False,,,1881,4,1,0,3,0,1,2,2187,106,2113
1432,0,Par la Poste,,1881,False,,,1881,1,0,1,0,0,1,1,572,0,529
1433,0,Les Pastilles de Richelieu,Comedy,1859,False,,,1859,3,0,3,0,0,1,1,2237,22,2170
1434,0,Le Rhumatisme,Comedy,1881,False,,,1881,1,0,1,0,0,1,1,1440,0,1399
1435,1,Les Trois Gendarmes,,1846,False,,,1846,9,0,6,3,0,0,11,5118,687,4766
1436,0,Un Livre Leste,Comedy,1881,False,,,1881,1,0,0,1,0,1,1,1680,28,1633
1437,0,La Statue,Comedy,1784,False,1784-08-02,1784.0,1784,9,1,1,7,0,0,27,7941,402,7556
1438,0,Aman,Tragedy,1601,False,,,1601,12,6,4,2,0,1,5,16878,0,16329
1439,0,La Carthaginoise,Tragedy,1601,False,,,1601,10,5,4,1,0,5,6,17111,0,16755
1440,0,David,Tragedy,1601,False,,,1601,7,1,6,0,0,1,5,12965,0,12123
1441,0,Hector,Tragedy,1604,False,,,1604,10,3,4,3,0,0,6,26099,0,23328
1442,0,Les Lacènes,Tragedy,1601,False,,,1601,14,3,9,2,0,5,5,16641,0,16371
1443,0,L'Impromptu de l'Hôtel de Condé,Comedy,1663,False,1663-12-11,1663.0,1739,9,2,6,1,0,1,6,4078,33,3938
1444,0,Le Mariage de Rien,Comedy,1660,False,1663-12-11,1663.0,1660,10,0,10,0,0,1,10,6594,20,5993
1445,0,Les Bêtes Raisonnables,Comedy,1661,False,,1661.0,1661,6,2,3,1,0,0,8,4058,13,3928
1446,0,Natalie,Tragedy,1654,False,,,1654,9,2,6,1,0,0,23,15716,40,15151
1447,0,Zut !!!,Comedy,1888,False,,,1888,1,0,1,0,0,0,1,1353,25,1314
1448,0,A quoi Rêvent les Jeunes Filles,Comedy,1833,False,1880-11-29,1880.0,1833,10,3,3,4,0,0,11,7232,282,7013
1449,0,André Del Sarto,,1850,False,1850-10-21,1850.0,1851,9,2,7,0,0,2,28,10043,432,9655
1450,0,L'Ane et le Ruisseau,Comedy,1858,False,,,1858,5,2,0,3,0,1,15,11761,233,11610
1451,1,L'Habit Vert,Comedy,1849,False,1849-02-23,1849.0,1858,6,1,3,2,0,1,6,6443,685,6278
1452,0,On ne Badine pas avec l'Amour,Comedy,1834,False,,,1834,9,3,4,2,0,3,18,15424,333,15138
1453,0,Barberine,Comedy,1850,False,1850-10-21,1850.0,1890,12,3,6,3,0,0,18,15396,314,15111
1454,0,Bettine,Comedy,1851,False,1851-10-30,1851.0,1876,7,1,2,4,0,0,18,13600,149,13397
1455,0,Un Caprice,Comedy,1847,False,1847-11-27,1847.0,1889,5,2,1,2,0,1,8,9890,352,9772
1456,0,Les Caprices de Marianne,Comedy,1834,False,,,1834,11,2,6,3,0,1,9,10664,143,10527
1457,0,Carmosine,Comedy,1852,False,,,1852,15,2,5,8,0,3,25,20547,469,19912
1458,0,Fantasio,,1888,False,,,1888,14,1,6,7,0,0,10,11602,229,11406
1459,0,Il Faut qu'une Porte Soit Ouverte ou Fermée,,1848,False,1848-04-07,1848.0,1876,2,1,1,0,0,0,1,6479,96,6359
1460,0,Il ne Faut Jurer de Rien,,1836,False,,1848.0,1836,10,1,2,7,0,0,8,15794,240,15573
1461,0,La Coupe et les Lèvres,,1831,False,,1831.0,1867,22,1,0,21,0,0,12,15740,425,12445
1462,0,Le Chandelier,Comedy,1848,False,1848-08-10,1848.0,1890,9,1,5,3,0,0,10,16868,197,16668
1463,0,Les Nuits,,1852,False,,,1852,3,2,1,0,0,1,4,6680,0,6611
1464,0,Lorenzaccio,,1834,False,,,1834,95,0,8,87,0,3,39,39837,1314,39106
1465,0,Louison,Comedy,1849,False,1849-02-22,1849.0,1876,6,3,2,1,0,0,24,10369,178,10067
1466,0,La Nuit Vénitienne,Comedy,1840,False,,,1840,13,1,2,10,0,1,3,6941,345,6803
1467,0,On ne Saurait Penser à Tout,,1889,False,,,1889,5,0,3,2,0,0,10,9568,203,9432
1468,0,Antiochus,Tragedy,1722,False,1722-12-16,1722.0,1723,11,4,7,0,0,5,39,15314,26,13295
1469,0,L'Epouse du Cantique,,1734,False,1734-03-04,1734.0,1738,7,2,1,4,0,1,2,1272,0,1143
1470,0,Esther,,1734,False,1734-03-04,1734.0,1738,9,1,3,5,0,1,5,1320,3,1128
1471,0,Hérode,Tragedy,1709,False,1709-02-15,1709.0,1709,11,4,7,0,0,5,37,15658,14,14366
1472,0,Mariamne,Tragedy,1725,False,1725-02-15,1725.0,1725,9,3,6,0,0,5,41,14231,66,12940
1473,0,Osarphis,Tragedy,1738,False,,,1738,9,4,4,1,0,5,33,19972,100,14208
1474,0,Le Paradis Terrestre,,1735,False,1735-03-23,1735.0,1735,6,1,2,3,0,1,4,1382,5,1233
1475,0,Saül,Tragedy,1731,False,,,1731,9,2,5,2,0,5,39,16385,23,13830
1476,0,Un Double Aveu,Comedy,1896,False,,,1896,2,2,0,0,0,0,1,1189,24,1101
1477,0,L'Examen de Conscience d'une Jeune Fille,Comedy,1881,False,,,1881,1,0,0,1,0,1,1,542,0,488
1478,0,Le Conte du Garde,,1881,False,,,1881,1,0,0,1,0,0,1,1296,4,1248
1479,0,L'Oraison Funèbre de Madame Bourgeois,Comedy,1881,False,,,1881,1,0,0,1,0,1,1,1288,4,1248
1480,0,Le Proverbe Manqué,Comedy,1881,False,,,1881,2,1,1,0,0,1,1,1307,10,1276
1481,0,Le Glorieux,Comedy,1732,False,1732-01-18,1732.0,1732,11,2,7,2,0,5,50,23091,260,21282
1482,0,Une Répétition,Comedy,1827,False,,,1827,2,0,0,2,0,0,1,1905,18,1861
1483,0,Au Déclin,,1664,False,1664-01-29,1664.0,1895,5,1,2,2,0,0,9,3232,126,2978
1484,0,Amour pour Amour,Comedy,1742,False,,1742.0,1753,10,0,6,4,0,0,28,14385,167,13872
1485,0,Ecole des Amis,Comedy,1737,False,1737-02-25,1737.0,1749,8,2,4,2,0,5,57,18738,95,18416
1486,0,L'Ecole des Mères,Comedy,1744,False,1744-04-27,1744.0,1745,13,3,5,5,0,5,44,20668,122,19454
1487,0,La Fausse Antipathie,Comedy,1734,False,1744-04-27,1744.0,1734,18,1,6,11,0,4,37,13564,86,12990
1488,0,La Gouvernante,Comedy,1744,False,1744-04-27,1744.0,1773,7,4,1,2,0,5,38,16887,211,16608
1489,0,Le Préjugé à la Mode,Comedy,1735,False,1735-02-03,1735.0,1735,11,3,6,2,0,5,50,18948,376,17831
1490,0,Le Sauvage en France,Comedy,1760,False,,,1760,12,9,1,2,0,3,39,17374,50,17017
1491,0,Les Claqueurs,Comedy,1882,False,1894-02-11,1894.0,1882,2,0,2,0,0,1,1,1899,73,1842
1492,0,Les Petits Cadeaux,Comedy,1875,False,1875-05-12,1875.0,1878,3,1,1,1,0,0,6,3795,288,3682
1493,0,Les Tentations d'Antoine,Comedy,1881,False,,,1881,1,0,1,0,0,1,1,710,4,672
1494,0,Il n'y A Plus d'Enfants,Comedy,1772,False,1772-04-08,1772.0,1772,9,1,7,1,0,0,18,5643,134,5294
1495,0,Aux Avant-Postes,Comedy,1732,False,,1732.0,1883,3,0,0,3,0,1,5,4827,406,4749
